hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published,nasa_pl_name,pl_name,default_flag,hostname,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_letter,pl_orbper_y,pl_orbsmax_y,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandur_y,rowupdate,st_rad_y,st_teff_y,sy_dist_y,sy_jmag,sy_kmag_y
TOI-1801,b,Transit,GO,6932,4,3,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,5,X,X,7.89,Luque,12,11 42 18.1365 +23 01 37.34,7.805,30.68,3815,0.531,0.547,4.72,10.6439385,0.075,89.51,0.034,0.177,30.79,9.28,496.8,0.1,2.7,34.03,0.04,"Jan 12, 2026 - Jan 12, 2026 (2026.012 - 2026.012)",-0.02,,,TOI-1801 b,TOI-1801 b,1,TOI-1801,5.738,1.455,-1.428,3.701,1.217,-1.051,493.7,b,10.64387,0.075,2.079,0.124,-0.11,2.6991119,21/10/2023,0.547,3863,30.6796,8.649,7.805
TOI-1801,b,Transit,GO,6932,4,2,Implementation,BOTS,G395H,SUB2048,NRSRAPID,8,X,X,7.84,Luque,12,11 42 18.1365 +23 01 37.34,7.805,30.68,3815,0.531,0.547,4.72,10.6439385,0.075,89.51,0.034,0.177,30.79,9.28,496.8,0.1,2.7,34.03,0.04,"May 10, 2026 - May 10, 2026 (2026.130 - 2026.130)",-0.02,,,TOI-1801 b,TOI-1801 b,1,TOI-1801,5.738,1.455,-1.428,3.701,1.217,-1.051,493.7,b,10.64387,0.075,2.079,0.124,-0.11,2.6991119,21/10/2023,0.547,3863,30.6796,8.649,7.805
TOI-1807,b,PhaseC,GO,8864,4,1,Implementation,LRS,X,SLITLESSPRISM,FASTR1,10,X,X,23.89,Dang,12,13 25 7.9957 +38 55 20.94,7.568,42.58,4743.5,0.76,0.715,4.58,0.5493715,0.012,79.85,0.008,0.128,13.66,5.72,1765.6,0,1,19.34,6.28,"May 19, 2026 - May 20, 2026 (2026.139 - 2026.140)",-0.03,,,TOI-1807 b,TOI-1807 b,1,TOI-1807,2.44,0.6,-0.57,3.98,1.18,-1.53,1694.1,b,0.54937097,0.0122,1.49681583,0.08089145,-0.06779467,0.9772115,23/7/2024,0.746,4914,42.5775,8.103,7.568
LP 890-9,c,Transit,GO,7073,4,64,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Feb 5, 2026 - Feb 5, 2026 (2026.036 - 2026.036)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
LP 890-9,c,Transit,GO,7073,4,67,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Nov 29, 2025 - Nov 29, 2025 (2025.333 - 2025.333)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
TOI-199,b,Transit,GO,7188,4,2,Implementation,BOTS,G395H,SUB2048,NRSRAPID,19,X,X,17.41,Acuna,12,05 20 25.3152 -59 53 44.46,8.814,102.27,5302.5,0.936,0.85,4.553,104.8634818,0.425,90,0.17,0.861,6.5,0.4,361.4,1.2,6.6,135.14,0.01,"Feb 15, 2026 - Feb 15, 2026 (2026.046 - 2026.046)",0.22,,,TOI-199 b,TOI-199 b,1,TOI-199,54.03082919,6.35656814,-6.35656814,,,,358,b,104.854,0.4254,9.07927437,0.0560449,-0.0560449,6.554,9/10/2023,0.82,5255,102.27,9.329001,8.814
TOI-199,b,Transit,GO,7188,4,1,Implementation,BOTS,G395H,SUB2048,NRSRAPID,19,X,X,17.41,Acuna,12,05 20 25.3152 -59 53 44.46,8.814,102.27,5302.5,0.936,0.85,4.553,104.8634818,0.425,90,0.17,0.861,6.5,0.4,361.4,1.2,6.6,135.14,0.01,"Nov 2, 2025 - Nov 3, 2025 (2025.306 - 2025.307)",0.22,,,TOI-199 b,TOI-199 b,1,TOI-199,54.03082919,6.35656814,-6.35656814,,,,358,b,104.854,0.4254,9.07927437,0.0560449,-0.0560449,6.554,9/10/2023,0.82,5255,102.27,9.329001,8.814
TOI-2031,b,Transit,GO,9025,4,4,Implementation,BOTS,G395H,SUB2048,NRSRAPID,85,X,X,10.28,Gao,12,22 04 28.0921 +81 33 57.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sep 18, 2025 - Sep 19, 2025 (2025.261 - 2025.262)",-999,,,TOI-2031 b,,,,,,,,,,,,,,,,,,,,,,,
LP 890-9,c,Transit,GO,7073,4,59,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Oct 1, 2025 - Oct 1, 2025 (2025.274 - 2025.274)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
LP 890-9,c,Transit,GO,7073,4,54,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Sep 30, 2026 - Sep 30, 2026 (2026.273 - 2026.273)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
LP 890-9,c,Transit,GO,7073,4,53,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Sep 21, 2026 - Sep 21, 2026 (2026.264 - 2026.264)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
LP 890-9,c,Transit,GO,7073,4,66,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Oct 26, 2025 - Oct 26, 2025 (2025.299 - 2025.299)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
LP 890-9,c,Transit,GO,7073,4,55,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Nov 4, 2025 - Nov 4, 2025 (2025.308 - 2025.308)",-0.03,,,LP 890-9 c,LP 890-9 c,1,LP 890-9,25.3,,,,,,272,c,8.457463,0.03984,1.367,0.055,-0.039,0.9593,14/9/2022,0.1556,2850,32.4298,12.258,11.344
TOI-1670,c,Transit,GO,7982,4,3,Implementation,BOTS,G235M,SUB2048,NRSRAPID,4,X,X,13.53,Claringbold,12,17 16 4.1608 +72 09 40.17,8.724,168.07,6330,1.214,1.31,4.29,40.7501028,0.249,88.84,0.604,0.97,18.2,1,700.1,0.6,5.4,46.23,0.88,"Mar 16, 2027 - Mar 16, 2027 (2027.075 - 2027.075)",0.05,,,TOI-1670 c,TOI-1670 c,1,TOI-1670,200.2318964,28.60455663,-25.42627256,0.81,0.13,-0.11,684,c,40.74976,0.249,11.06326395,0.28022452,-0.28022452,5.4,16/3/2022,1.316,6170,168.067,8.968,8.724
NGTS-11,b,Transit,GO,7982,4,4,Implementation,BOTS,G395M,SUB2048,NRSRAPID,37,X,X,9.31,Claringbold,12,01 34 5.1361 -14 25 9.15,10.315,190.42,5063,0.862,0.831,4.515,35.4557945,0.201,89.16,0.344,0.809,14.89,0.98,496.4,1,3.7,39.89,0.08,"Nov 24, 2026 - Nov 24, 2026 (2026.328 - 2026.328)",0.22,,,NGTS-11 b,NGTS-11 b,1,NGTS-11,109.33352,29.24036,-23.20159,0.78,0.21,-0.17,435,b,35.45533,0.201,9.157753,0.313852,-0.358688,3.59,2/7/2020,0.832,5050,190.422,10.855,10.315
NGTS-11,b,Transit,GO,7982,4,1,Implementation,SOSS,X,SUBSTRIP256,NISRAPID,15,X,X,9.77,Claringbold,12,01 34 5.1361 -14 25 9.15,10.315,190.42,5063,0.862,0.831,4.515,35.4557945,0.201,89.16,0.344,0.809,14.89,0.98,496.4,1,3.7,39.89,0.08,"Jul 5, 2026 - Jul 5, 2026 (2026.186 - 2026.186)",0.22,,,NGTS-11 b,NGTS-11 b,1,NGTS-11,109.33352,29.24036,-23.20159,0.78,0.21,-0.17,435,b,35.45533,0.201,9.157753,0.313852,-0.358688,3.59,2/7/2020,0.832,5050,190.422,10.855,10.315
TIC_207140650,X,Flares,GO,7068,4,5,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,5,X,X,7.93,Doshi,12,02 56 57.6741 -58 21 45.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sep 2, 2025 - Sep 22, 2025 (2025.245 - 2025.265)",-999,,,TIC 207140650 x,,,,,,,,,,,,,,,,,,,,,,,
TIC_231020638,X,Flares,GO,7068,4,2,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,3,X,X,11.81,Doshi,12,01 50 56.9007 -58 44 3.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sep 2, 2025 - Sep 10, 2025 (2025.245 - 2025.253)",-999,,,TIC 231020638 x,,,,,,,,,,,,,,,,,,,,,,,
TIC_261560580,X,Flares,GO,7068,4,1,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,8,X,X,12.37,Doshi,12,23 17 0.1185 -74 32 9.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sep 2, 2025 - Sep 22, 2025 (2025.245 - 2025.265)",-999,,,TIC 261560580 x,,,,,,,,,,,,,,,,,,,,,,,
TIC_80427281,X,Flares,GO,7068,4,3,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,4,X,X,8.75,Doshi,12,00 42 10.9234 -42 52 54.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Aug 17, 2025 - Aug 23, 2025 (2025.229 - 2025.235)",-999,,,TIC 80427281 x,,,,,,,,,,,,,,,,,,,,,,,
TIC_89502706,X,Flares,GO,7068,4,4,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,4,X,X,7.3,Doshi,12,23 47 22.4705 -23 17 17.30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Oct 22, 2025 - Dec 14, 2025 (2025.295 - 2025.348)",-999,,,TIC 89502706 x,,,,,,,,,,,,,,,,,,,,,,,
LTT 1445 A,c,Transit,GO,7073,4,13,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,4.45,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Sep 14, 2025 - Sep 15, 2025 (2025.257 - 2025.258)",-0.34,,,LTT 1445 A c,LTT 1445 A c,1,LTT 1445 A,1.54,0.2,-0.19,5.57,0.68,-0.6,508,c,3.1239035,0.02661,1.147,0.055,-0.054,0.482,24/1/2022,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,c,Transit,GO,7073,4,11,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,5.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Dec 15, 2026 - Dec 15, 2026 (2026.349 - 2026.349)",-0.34,,,LTT 1445 A c,LTT 1445 A c,1,LTT 1445 A,1.54,0.2,-0.19,5.57,0.68,-0.6,508,c,3.1239035,0.02661,1.147,0.055,-0.054,0.482,24/1/2022,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,c,Transit,GO,7073,4,14,Implementation,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,4.95,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Sep 2, 2026 - Sep 3, 2026 (2026.245 - 2026.246)",-0.34,,,LTT 1445 A c,LTT 1445 A c,1,LTT 1445 A,1.54,0.2,-0.19,5.57,0.68,-0.6,508,c,3.1239035,0.02661,1.147,0.055,-0.054,0.482,24/1/2022,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,c,Transit,GO,7073,4,12,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,5.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Dec 17, 2025 - Dec 17, 2025 (2025.351 - 2025.351)",-0.34,,,LTT 1445 A c,LTT 1445 A c,1,LTT 1445 A,1.54,0.2,-0.19,5.57,0.68,-0.6,508,c,3.1239035,0.02661,1.147,0.055,-0.054,0.482,24/1/2022,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7073,4,1,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,6.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,"Dec 18, 2025 - Dec 18, 2025 (2025.352 - 2025.352)",-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7073,4,2,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,6.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,"Dec 7, 2025 - Dec 7, 2025 (2025.341 - 2025.341)",-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,5,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,6,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,7,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
TOI-1420,b,Transit,GO,9101,4,8,Implementation,SOSS,X,SUBSTRIP256,NISRAPID,12,X,X,10.31,Radica,12,21 31 45.9171 +66 20 55.93,10.119,201.92,5448.5,0.987,0.932,4.482,6.9561098,0.071,88.58,0.079,1.07,1.96,0.1,951.6,1.5,3.4,670.55,7.22,"Dec 13, 2026 - Dec 13, 2026 (2026.347 - 2026.347)",0.28,,,TOI-1420 b,TOI-1420 b,1,TOI-1420,25.1,3.8,-3.8,0.082,0.015,-0.015,957,b,6.9561063,0.071,11.89,0.33,-0.33,3.372,6/11/2023,0.923,5510,201.918,10.557,10.119
TOI-1420,b,Transit,GO,9101,4,7,Implementation,BOTS,G235M,SUB2048,NRSRAPID,30,X,X,9.79,Radica,12,21 31 45.9171 +66 20 55.93,10.119,201.92,5448.5,0.987,0.932,4.482,6.9561098,0.071,88.58,0.079,1.07,1.96,0.1,951.6,1.5,3.4,670.55,7.22,"Dec 6, 2026 - Dec 7, 2026 (2026.340 - 2026.341)",0.28,,,TOI-1420 b,TOI-1420 b,1,TOI-1420,25.1,3.8,-3.8,0.082,0.015,-0.015,957,b,6.9561063,0.071,11.89,0.33,-0.33,3.372,6/11/2023,0.923,5510,201.918,10.557,10.119
TOI-1420,b,Transit,GO,9101,4,6,Implementation,LRS,X,SLITLESSPRISM,FASTR1,75,X,X,10.9,Radica,12,21 31 45.9171 +66 20 55.93,10.119,201.92,5448.5,0.987,0.932,4.482,6.9561098,0.071,88.58,0.079,1.07,1.96,0.1,951.6,1.5,3.4,670.55,7.22,"Sep 14, 2026 - Sep 14, 2026 (2026.257 - 2026.257)",0.28,,,TOI-1420 b,TOI-1420 b,1,TOI-1420,25.1,3.8,-3.8,0.082,0.015,-0.015,957,b,6.9561063,0.071,11.89,0.33,-0.33,3.372,6/11/2023,0.923,5510,201.918,10.557,10.119
LTT 1445 A,b,Transit,GO,7251,4,8,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,3,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,4,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,2,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7073,4,3,Implementation,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,5.95,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,"Jan 13, 2026 - Jan 14, 2026 (2026.013 - 2026.014)",-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Transit,GO,7251,4,1,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
TOI-1670,c,Transit,GO,7982,4,6,Implementation,BOTS,G395M,SUB2048,NRSRAPID,8,X,X,13.53,Claringbold,12,17 16 4.1608 +72 09 40.17,8.724,168.07,6330,1.214,1.31,4.29,40.7501028,0.249,88.84,0.604,0.97,18.2,1,700.1,0.6,5.4,46.23,0.88,"Oct 4, 2026 - Oct 4, 2026 (2026.277 - 2026.277)",0.05,,,TOI-1670 c,TOI-1670 c,1,TOI-1670,200.2318964,28.60455663,-25.42627256,0.81,0.13,-0.11,684,c,40.74976,0.249,11.06326395,0.28022452,-0.28022452,5.4,16/3/2022,1.316,6170,168.067,8.968,8.724
KELT-20,b,Eclipse,GO,6978,4,1,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,5,X,X,16.8,Wardenier,12,19 38 38.7400 +31 13 9.12,7.415,136.43,8720,1.76,1.565,4.29,3.4741048,0.056,86.12,10.191,1.83,86.25,2.52,2230.8,1.4,3.4,75.06,215.55,"Sep 8, 2025 - Sep 8, 2025 (2025.251 - 2025.251)",-0.29,,,KELT-20 b,KELT-20 b,1,KELT-20,1074.90106,,,0.806,,,2262,b,3.4741085,0.0542,19.514869,0.773421,-0.829466,3.57552,2/12/2019,1.565,8720,136.426,7.424,7.415
TOI-216,c,Transit,GO,7982,4,5,Implementation,BOTS,G395M,SUB2048,NRSRAPID,34,X,X,13.78,Claringbold,12,04 55 55.2549 -63 15 36.31,10.218,177.94,5026,0.874,0.82,4.66,34.516414,0.207,89.83,0.595,0.933,19.35,1.11,482.4,1.8,4.7,36.99,0.09,"Aug 12, 2026 - Aug 13, 2026 (2026.224 - 2026.225)",0.32,,,TOI-216 c,,,,,,,,,,,,,,,,,,,,,,,
TOI-2260,b,PhaseC,GO,8864,4,2,Implementation,LRS,X,SLITLESSPRISM,FASTR1,25,X,X,27.35,Dang,12,16 30 40.1197 +49 02 47.49,8.684,101.25,5483,0.99,0.92,4.565,0.3524662,0.01,-1,-1,0.151,-1,-1,2574.9,0,0.6,-1,6.15,"Jun 5, 2026 - Jun 6, 2026 (2026.156 - 2026.157)",0.22,,,TOI-2260 b,TOI-2260 b,1,TOI-2260,,,,,,,2609,b,0.3524728,0.0097,1.62,0.13,-0.13,0.578,15/2/2022,0.94,5534,101.251,9.103,8.684
TOI-674,b,Transit,GO,9095,4,6,Implementation,LRS,X,SLITLESSPRISM,FASTR1,87,X,X,4.78,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jun 29, 2026 - Jun 30, 2026 (2026.180 - 2026.181)",0.17,,,TOI-674 b,TOI-674 b,1,TOI-674,23.6,3.3,-3.3,0.91,0.15,-0.15,635,b,1.977143,0.025,5.25,0.17,-0.17,1.1104153,12/7/2021,0.42,3514,46.0851,10.359,9.469
TOI-674,b,Transit,GO,9095,4,7,Implementation,LRS,X,SLITLESSPRISM,FASTR1,87,X,X,4.78,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jan 7, 2026 - Jan 8, 2026 (2026.007 - 2026.008)",0.17,,,TOI-674 b,TOI-674 b,1,TOI-674,23.6,3.3,-3.3,0.91,0.15,-0.15,635,b,1.977143,0.025,5.25,0.17,-0.17,1.1104153,12/7/2021,0.42,3514,46.0851,10.359,9.469
